"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-102.46","51.26","YORKTON","4019073","2020-01-01","2020","01","01","","-0.9","","-10.4","","-5.6","","23.6","","0.0","","","","","","0.1","","3","","31","","34",""
"-102.46","51.26","YORKTON","4019073","2020-01-02","2020","01","02","","-2.1","","-6.0","","-4.1","","22.1","","0.0","","","","","","0.1","","5","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-03","2020","01","03","","-2.3","","-9.3","","-5.8","","23.8","","0.0","","","","","","0.0","","4","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-04","2020","01","04","","-1.3","","-9.0","","-5.2","","23.2","","0.0","","","","","","0.0","","4","","31","","68",""
"-102.46","51.26","YORKTON","4019073","2020-01-05","2020","01","05","","-3.1","","-12.4","","-7.7","","25.7","","0.0","","","","","","0.0","","4","","31","","61",""
"-102.46","51.26","YORKTON","4019073","2020-01-06","2020","01","06","","-2.9","","-17.4","","-10.1","","28.1","","0.0","","","","","","0.0","","4","","29","","65",""
"-102.46","51.26","YORKTON","4019073","2020-01-07","2020","01","07","","-17.4","","-28.0","","-22.7","","40.7","","0.0","","","","","","0.0","","4","","31","","39",""
"-102.46","51.26","YORKTON","4019073","2020-01-08","2020","01","08","","-14.8","","-27.9","","-21.3","","39.3","","0.0","","","","","","2.0","","4","","13","","55",""
"-102.46","51.26","YORKTON","4019073","2020-01-09","2020","01","09","","-15.0","","-24.1","","-19.6","","37.6","","0.0","","","","","","2.8","","4","","30","","40",""
"-102.46","51.26","YORKTON","4019073","2020-01-10","2020","01","10","","-22.6","","-28.4","","-25.5","","43.5","","0.0","","","","","","0.0","","9","","30","","38",""
"-102.46","51.26","YORKTON","4019073","2020-01-11","2020","01","11","","-14.7","","-25.4","","-20.0","","38.0","","0.0","","","","","","0.7","","11","","14","","57",""
"-102.46","51.26","YORKTON","4019073","2020-01-12","2020","01","12","","-12.6","","-17.0","","-14.8","","32.8","","0.0","","","","","","1.6","","20","","15","","39",""
"-102.46","51.26","YORKTON","4019073","2020-01-13","2020","01","13","","-17.0","","-25.0","","-21.0","","39.0","","0.0","","","","","","0.8","","21","","31","","37",""
"-102.46","51.26","YORKTON","4019073","2020-01-14","2020","01","14","","-25.0","","-32.4","","-28.7","","46.7","","0.0","","","","","","0.0","","20","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-15","2020","01","15","","-27.2","","-34.1","","-30.6","","48.6","","0.0","","","","","","0.2","","20","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-16","2020","01","16","","-19.0","","-38.4","","-28.7","","46.7","","0.0","","","","","","0.0","","19","","13","","36",""
"-102.46","51.26","YORKTON","4019073","2020-01-17","2020","01","17","","-19.5","","-23.9","","-21.7","","39.7","","0.0","","","","","","0.4","","16","","14","","37",""
"-102.46","51.26","YORKTON","4019073","2020-01-18","2020","01","18","","-19.7","","-23.5","","-21.6","","39.6","","0.0","","","","","","1.4","","16","","31","","42",""
"-102.46","51.26","YORKTON","4019073","2020-01-19","2020","01","19","","-19.3","","-26.3","","-22.8","","40.8","","0.0","","","","","","0.1","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-20","2020","01","20","","-10.1","","-25.7","","-17.9","","35.9","","0.0","","","","","","0.0","","15","","17","","31",""
"-102.46","51.26","YORKTON","4019073","2020-01-21","2020","01","21","","1.6","","-10.9","","-4.6","","22.6","","0.0","","","","","","0.0","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-22","2020","01","22","","-5.0","","-14.2","","-9.6","","27.6","","0.0","","","","","","0.0","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-23","2020","01","23","","-6.1","","-10.8","","-8.4","","26.4","","0.0","","","","","","0.0","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-24","2020","01","24","","-7.2","","-11.4","","-9.3","","27.3","","0.0","","","","","","0.0","","15","","16","","36",""
"-102.46","51.26","YORKTON","4019073","2020-01-25","2020","01","25","","-2.9","","-10.3","","-6.6","","24.6","","0.0","","","","","","0.5","","15","","16","","33",""
"-102.46","51.26","YORKTON","4019073","2020-01-26","2020","01","26","","-5.5","","-10.4","","-8.0","","26.0","","0.0","","","","","","0.8","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-27","2020","01","27","","-7.4","","-12.2","","-9.8","","27.8","","0.0","","","","","","0.0","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-28","2020","01","28","","-5.8","","-7.7","","-6.7","","24.7","","0.0","","","","","","0.0","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-29","2020","01","29","","-6.2","","-8.4","","-7.3","","25.3","","0.0","","","","","","0.0","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-30","2020","01","30","","-3.4","","-11.2","","-7.3","","25.3","","0.0","","","","","","0.2","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-01-31","2020","01","31","","2.2","","-12.3","","-5.1","","23.1","","0.0","","","","","","0.0","","15","","29","","48",""
"-102.46","51.26","YORKTON","4019073","2020-02-01","2020","02","01","","-0.9","","-10.4","","-5.7","","23.7","","0.0","","","","","","0.0","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-02-02","2020","02","02","","-1.5","","-15.5","","-8.5","","26.5","","0.0","","","","","","0.1","","16","","30","","74",""
"-102.46","51.26","YORKTON","4019073","2020-02-03","2020","02","03","","-15.1","","-23.0","","-19.1","","37.1","","0.0","","","","","","0.0","","14","","32","","37",""
"-102.46","51.26","YORKTON","4019073","2020-02-04","2020","02","04","","-8.7","","-22.9","","-15.8","","33.8","","0.0","","","","","","0.0","","15","","22","","37",""
"-102.46","51.26","YORKTON","4019073","2020-02-05","2020","02","05","","-7.2","","-14.7","","-11.0","","29.0","","0.0","","","","","","0.8","","15","","10","","35",""
"-102.46","51.26","YORKTON","4019073","2020-02-06","2020","02","06","","-14.7","","-26.0","","-20.4","","38.4","","0.0","","","","","","0.2","","16","","9","","31",""
"-102.46","51.26","YORKTON","4019073","2020-02-07","2020","02","07","","-6.9","","-23.4","","-15.1","","33.1","","0.0","","","","","","0.3","","17","","32","","35",""
"-102.46","51.26","YORKTON","4019073","2020-02-08","2020","02","08","","-5.6","","-16.2","","-10.9","","28.9","","0.0","","","","","","0.0","","17","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-02-09","2020","02","09","","-3.7","","-16.5","","-10.1","","28.1","","0.0","","","","","","0.0","","16","","25","","39",""
"-102.46","51.26","YORKTON","4019073","2020-02-10","2020","02","10","","-6.1","","-12.1","","-9.1","","27.1","","0.0","","","","","","0.0","","16","","30","","47",""
"-102.46","51.26","YORKTON","4019073","2020-02-11","2020","02","11","","-3.4","","-20.7","","-12.0","","30.0","","0.0","","","","","","0.0","","14","","3","","53",""
"-102.46","51.26","YORKTON","4019073","2020-02-12","2020","02","12","","-20.7","","-31.1","","-25.9","","43.9","","0.0","","","","","","0.0","","14","","4","","40",""
"-102.46","51.26","YORKTON","4019073","2020-02-13","2020","02","13","","-17.0","","-31.6","","-24.3","","42.3","","0.0","","","","","","0.0","","14","","16","","44",""
"-102.46","51.26","YORKTON","4019073","2020-02-14","2020","02","14","","-4.1","","-17.0","","-10.5","","28.5","","0.0","","","","","","0.0","","15","","31","","49",""
"-102.46","51.26","YORKTON","4019073","2020-02-15","2020","02","15","","-8.1","","-23.2","","-15.6","","33.6","","0.0","","","","","","0.0","","15","","32","","49",""
"-102.46","51.26","YORKTON","4019073","2020-02-16","2020","02","16","","-10.5","","-26.5","","-18.5","","36.5","","0.0","","","","","","0.6","","15","","14","","40",""
"-102.46","51.26","YORKTON","4019073","2020-02-17","2020","02","17","","-12.1","","-19.1","","-15.6","","33.6","","0.0","","","","","","0.3","","18","","33","","40",""
"-102.46","51.26","YORKTON","4019073","2020-02-18","2020","02","18","","-19.1","","-28.0","","-23.5","","41.5","","0.0","","","","","","0.0","","15","","30","","38",""
"-102.46","51.26","YORKTON","4019073","2020-02-19","2020","02","19","","-15.6","","-29.3","","-22.5","","40.5","","0.0","","","","","","0.0","","15","","22","","31",""
"-102.46","51.26","YORKTON","4019073","2020-02-20","2020","02","20","","-1.5","","-18.4","","-9.9","","27.9","","0.0","","","","","","0.0","","15","","21","","38",""
"-102.46","51.26","YORKTON","4019073","2020-02-21","2020","02","21","","3.1","","-10.1","","-3.5","","21.5","","0.0","","","","","","0.0","","15","","25","","36",""
"-102.46","51.26","YORKTON","4019073","2020-02-22","2020","02","22","","4.2","","-9.9","","-2.9","","20.9","","0.0","","","","","","0.0","","15","","30","","39",""
"-102.46","51.26","YORKTON","4019073","2020-02-23","2020","02","23","","-0.4","","-12.8","","-6.6","","24.6","","0.0","","","","","","0.0","","15","","30","","45",""
"-102.46","51.26","YORKTON","4019073","2020-02-24","2020","02","24","","-2.7","","-14.4","","-8.5","","26.5","","0.0","","","","","","0.0","","14","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-02-25","2020","02","25","","-8.4","","-18.3","","-13.3","","31.3","","0.0","","","","","","0.0","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-02-26","2020","02","26","","-9.3","","-16.8","","-13.0","","31.0","","0.0","","","","","","0.1","","15","","14","","38",""
"-102.46","51.26","YORKTON","4019073","2020-02-27","2020","02","27","","-4.5","","-11.4","","-7.9","","25.9","","0.0","","","","","","0.5","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-02-28","2020","02","28","","2.4","","-6.8","","-2.2","","20.2","","0.0","","","","","","0.1","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-02-29","2020","02","29","","0.0","","-10.9","","-5.5","","23.5","","0.0","","","","","","0.0","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-01","2020","03","01","","-0.9","","-15.9","","-8.4","","26.4","","0.0","","","","","","2.0","","17","","35","","62",""
"-102.46","51.26","YORKTON","4019073","2020-03-02","2020","03","02","","-0.2","","-15.9","","-8.1","","26.1","","0.0","","","","","","1.0","","15","","31","","58",""
"-102.46","51.26","YORKTON","4019073","2020-03-03","2020","03","03","","-0.9","","-9.8","","-5.4","","23.4","","0.0","","","","","","0.2","","15","","30","","46",""
"-102.46","51.26","YORKTON","4019073","2020-03-04","2020","03","04","","-0.3","","-6.9","","-3.6","","21.6","","0.0","","","","","","1.4","","15","","8","","33",""
"-102.46","51.26","YORKTON","4019073","2020-03-05","2020","03","05","","-0.4","","-7.0","","-3.7","","21.7","","0.0","","","","","","0.0","","15","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-06","2020","03","06","","5.7","","-3.5","","1.1","","16.9","","0.0","","","","","","0.0","","15","","18","","43",""
"-102.46","51.26","YORKTON","4019073","2020-03-07","2020","03","07","","-0.8","","-14.0","","-7.4","","25.4","","0.0","","","","","","0.0","","12","","5","","43",""
"-102.46","51.26","YORKTON","4019073","2020-03-08","2020","03","08","","-13.4","","-20.3","","-16.8","","34.8","","0.0","","","","","","1.1","","12","","3","","41",""
"-102.46","51.26","YORKTON","4019073","2020-03-09","2020","03","09","","-5.7","","-20.4","","-13.0","","31.0","","0.0","","","","","","0.0","","16","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-10","2020","03","10","","0.6","","-12.3","","-5.8","","23.8","","0.0","","","","","","0.0","","16","","15","","35",""
"-102.46","51.26","YORKTON","4019073","2020-03-11","2020","03","11","","3.4","","-5.4","","-1.0","","19.0","","0.0","","","","","","0.0","","15","","30","","38",""
"-102.46","51.26","YORKTON","4019073","2020-03-12","2020","03","12","","-1.7","","-12.3","","-7.0","","25.0","","0.0","","","","","","0.0","","13","","31","","55",""
"-102.46","51.26","YORKTON","4019073","2020-03-13","2020","03","13","","-10.9","","-20.3","","-15.6","","33.6","","0.0","","","","","","0.0","","13","","32","","38",""
"-102.46","51.26","YORKTON","4019073","2020-03-14","2020","03","14","","-10.1","","-22.6","","-16.3","","34.3","","0.0","","","","","","0.0","","13","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-15","2020","03","15","","-7.6","","-13.3","","-10.5","","28.5","","0.0","","","","","","1.7","","13","","29","","34",""
"-102.46","51.26","YORKTON","4019073","2020-03-16","2020","03","16","","-4.8","","-16.0","","-10.4","","28.4","","0.0","","","","","","0.0","","13","","31","","52",""
"-102.46","51.26","YORKTON","4019073","2020-03-17","2020","03","17","","-6.4","","-15.2","","-10.8","","28.8","","0.0","","","","","","0.0","","13","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-18","2020","03","18","","-11.2","","-18.2","","-14.7","","32.7","","0.0","","","","","","0.1","","12","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-19","2020","03","19","","-9.3","","-20.1","","-14.7","","32.7","","0.0","","","","","","0.0","","12","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-20","2020","03","20","","-7.7","","-23.6","","-15.6","","33.6","","0.0","","","","","","0.0","","12","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-21","2020","03","21","","-4.8","","-18.1","","-11.4","","29.4","","0.0","","","","","","0.0","","12","","14","","31",""
"-102.46","51.26","YORKTON","4019073","2020-03-22","2020","03","22","","1.5","","-10.5","","-4.5","","22.5","","0.0","","","","","","0.0","","12","","23","","31",""
"-102.46","51.26","YORKTON","4019073","2020-03-23","2020","03","23","","3.5","","-11.0","","-3.8","","21.8","","0.0","","","","","","0.0","","12","","15","","40",""
"-102.46","51.26","YORKTON","4019073","2020-03-24","2020","03","24","","2.3","","-8.5","","-3.1","","21.1","","0.0","","","","","","1.6","","10","","1","","48",""
"-102.46","51.26","YORKTON","4019073","2020-03-25","2020","03","25","","-1.2","","-13.6","","-7.4","","25.4","","0.0","","","","","","0.5","","10","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-26","2020","03","26","","1.6","","-7.4","","-2.9","","20.9","","0.0","","","","","","0.1","","11","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-27","2020","03","27","","1.7","","-5.2","","-1.7","","19.7","","0.0","","","","","","0.0","","11","","31","","43",""
"-102.46","51.26","YORKTON","4019073","2020-03-28","2020","03","28","","8.5","","-4.4","","2.1","","15.9","","0.0","","","","","","0.0","","11","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-03-29","2020","03","29","","3.0","","-8.5","","-2.7","","20.7","","0.0","","","","","","0.0","","6","","16","","44",""
"-102.46","51.26","YORKTON","4019073","2020-03-30","2020","03","30","","10.6","","-1.6","","4.5","","13.5","","0.0","","","","","","0.0","","4","","16","","43",""
"-102.46","51.26","YORKTON","4019073","2020-03-31","2020","03","31","","7.9","","-10.2","","-1.1","","19.1","","0.0","","","","","","2.3","","","","30","","52",""
"-102.46","51.26","YORKTON","4019073","2020-04-01","2020","04","01","","-10.1","","-14.5","","-12.3","","30.3","","0.0","","","","","","3.3","","","","34","","44",""
"-102.46","51.26","YORKTON","4019073","2020-04-02","2020","04","02","","-10.5","","-18.0","","-14.3","","32.3","","0.0","","","","","","0.0","","1","","33","","40",""
"-102.46","51.26","YORKTON","4019073","2020-04-03","2020","04","03","","-9.9","","-20.7","","-15.3","","33.3","","0.0","","","","","","0.0","","0","","30","","34",""
"-102.46","51.26","YORKTON","4019073","2020-04-04","2020","04","04","","-2.6","","-22.3","","-12.5","","30.5","","0.0","","","","","","0.2","","","","10","","38",""
"-102.46","51.26","YORKTON","4019073","2020-04-05","2020","04","05","","-0.2","","-5.4","","-2.8","","20.8","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-04-06","2020","04","06","","3.4","","-3.5","","0.0","","18.0","","0.0","","","","","","0.7","","","","26","","46",""
"-102.46","51.26","YORKTON","4019073","2020-04-07","2020","04","07","","7.0","","-6.6","","0.2","","17.8","","0.0","","","","","","0.0","","","","30","","39",""
"-102.46","51.26","YORKTON","4019073","2020-04-08","2020","04","08","","0.5","","-8.5","","-4.0","","22.0","","0.0","","","","","","0.2","","","","30","","65",""
"-102.46","51.26","YORKTON","4019073","2020-04-09","2020","04","09","","2.3","","-9.8","","-3.7","","21.7","","0.0","","","","","","0.0","","","","32","","47",""
"-102.46","51.26","YORKTON","4019073","2020-04-10","2020","04","10","","9.0","","-2.8","","3.1","","14.9","","0.0","","","","","","0.0","","","","33","","46",""
"-102.46","51.26","YORKTON","4019073","2020-04-11","2020","04","11","","-1.2","","-7.1","","-4.2","","22.2","","0.0","","","","","","0.0","","","","34","","48",""
"-102.46","51.26","YORKTON","4019073","2020-04-12","2020","04","12","","-4.4","","-10.6","","-7.5","","25.5","","0.0","","","","","","0.0","","","","33","","46",""
"-102.46","51.26","YORKTON","4019073","2020-04-13","2020","04","13","","-7.3","","-12.7","","-10.0","","28.0","","0.0","","","","","","0.0","","","","34","","42",""
"-102.46","51.26","YORKTON","4019073","2020-04-14","2020","04","14","","-1.4","","-12.6","","-7.0","","25.0","","0.0","","","","","","0.0","","","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-04-15","2020","04","15","","2.0","","-11.9","","-5.0","","23.0","","0.0","","","","","","0.0","","","","32","","39",""
"-102.46","51.26","YORKTON","4019073","2020-04-16","2020","04","16","","2.0","","-6.5","","-2.3","","20.3","","0.0","","","","","","0.0","","","","33","","37",""
"-102.46","51.26","YORKTON","4019073","2020-04-17","2020","04","17","","13.8","","-4.6","","4.6","","13.4","","0.0","","","","","","0.0","","","","24","","45",""
"-102.46","51.26","YORKTON","4019073","2020-04-18","2020","04","18","","3.8","","-4.5","","-0.4","","18.4","","0.0","","","","","","0.0","","","","34","","56",""
"-102.46","51.26","YORKTON","4019073","2020-04-19","2020","04","19","","12.9","","-4.6","","4.2","","13.8","","0.0","","","","","","0.0","","","","29","","75",""
"-102.46","51.26","YORKTON","4019073","2020-04-20","2020","04","20","","5.0","","-2.8","","1.1","","16.9","","0.0","","","","","","0.1","","","","35","","51",""
"-102.46","51.26","YORKTON","4019073","2020-04-21","2020","04","21","","15.6","","-3.3","","6.1","","11.9","","0.0","","","","","","1.3","","","","14","","43",""
"-102.46","51.26","YORKTON","4019073","2020-04-22","2020","04","22","","15.2","","-5.2","","5.0","","13.0","","0.0","","","","","","0.0","","0","","","","",""
"-102.46","51.26","YORKTON","4019073","2020-04-23","2020","04","23","","17.6","","-0.4","","8.6","","9.4","","0.0","","","","","","0.0","","0","","35","","39",""
"-102.46","51.26","YORKTON","4019073","2020-04-24","2020","04","24","","15.8","","-0.1","","7.9","","10.1","","0.0","","","","","","2.4","","","","35","","36",""
"-102.46","51.26","YORKTON","4019073","2020-04-25","2020","04","25","","14.3","","0.1","","7.2","","10.8","","0.0","","","","","","0.0","","","","16","","36",""
"-102.46","51.26","YORKTON","4019073","2020-04-26","2020","04","26","","17.8","","3.2","","10.5","","7.5","","0.0","","","","","","0.7","","","","26","","81",""
"-102.46","51.26","YORKTON","4019073","2020-04-27","2020","04","27","","15.3","","0.5","","7.9","","10.1","","0.0","","","","","","0.0","","","","10","","35",""
