suroggate_key,place_id,Metro_area,Subregion_1,Subregion_2,Date,Province,Retail_and_recreation,Grocery_and_pharmacy,Parks,Transit_stations,Workplaces,Residential
438,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-12,ON,-23.0,-1.0,8.0,-60.0,-39.0,16.0
439,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-13,ON,-23.0,-5.0,-9.0,-60.0,-40.0,17.0
440,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-14,ON,-23.0,-1.0,22.0,-54.0,-7.0,8.0
441,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-15,ON,-34.0,-21.0,-40.0,-65.0,-14.0,8.0
442,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-16,ON,-29.0,-13.0,-20.0,-63.0,-43.0,17.0
443,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-17,ON,-30.0,-11.0,-25.0,-62.0,-40.0,17.0
444,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-18,ON,-28.0,-11.0,-22.0,-64.0,-40.0,17.0
445,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-19,ON,-24.0,-5.0,-8.0,-61.0,-40.0,16.0
446,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-20,ON,-23.0,-5.0,22.0,-59.0,-39.0,16.0
447,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-21,ON,-20.0,0.0,0.0,-55.0,-2.0,7.0
448,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-22,ON,-35.0,-26.0,-39.0,-64.0,-13.0,8.0
449,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-23,ON,-40.0,-21.0,-29.0,-66.0,-44.0,19.0
450,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-24,ON,-38.0,-15.0,-28.0,-65.0,-42.0,18.0
451,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-25,ON,-37.0,-18.0,-32.0,-66.0,-42.0,18.0
452,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-26,ON,-32.0,-8.0,-13.0,-64.0,-42.0,17.0
453,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-27,ON,-33.0,-14.0,-12.0,-62.0,-41.0,18.0
454,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-28,ON,-35.0,-13.0,13.0,-58.0,-8.0,9.0
455,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-29,ON,-36.0,-17.0,28.0,-63.0,-15.0,7.0
456,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-11-30,ON,-36.0,-19.0,-42.0,-66.0,-44.0,18.0
457,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-01,ON,-43.0,-24.0,-37.0,-65.0,-45.0,20.0
458,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-02,ON,-34.0,-11.0,-20.0,-64.0,-42.0,18.0
459,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-03,ON,-33.0,-7.0,-21.0,-63.0,-41.0,18.0
460,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-04,ON,-36.0,-17.0,-28.0,-63.0,-41.0,19.0
461,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-05,ON,-35.0,-12.0,-15.0,-58.0,-8.0,10.0
462,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-06,ON,-38.0,-17.0,-5.0,-64.0,-16.0,8.0
463,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-07,ON,-36.0,-17.0,-24.0,-65.0,-44.0,18.0
464,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-08,ON,-35.0,-12.0,-22.0,-64.0,-41.0,17.0
465,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-09,ON,-37.0,-14.0,-29.0,-65.0,-42.0,18.0
466,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-10,ON,-34.0,-8.0,-15.0,-64.0,-41.0,17.0
467,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-11,ON,-34.0,-13.0,-3.0,-63.0,-41.0,18.0
468,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-12,ON,-39.0,-16.0,-33.0,-61.0,-9.0,11.0
469,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-13,ON,-37.0,-14.0,-11.0,-64.0,-16.0,8.0
470,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-14,ON,-36.0,-15.0,-28.0,-66.0,-44.0,18.0
471,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-15,ON,-34.0,-8.0,-26.0,-64.0,-42.0,17.0
472,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-16,ON,-36.0,-14.0,-38.0,-67.0,-43.0,19.0
473,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-17,ON,-32.0,-4.0,-29.0,-63.0,-42.0,18.0
474,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-18,ON,-32.0,-9.0,-15.0,-62.0,-41.0,18.0
475,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-19,ON,-36.0,-10.0,-19.0,-56.0,-10.0,10.0
476,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-20,ON,-35.0,-12.0,-10.0,-61.0,-15.0,7.0
477,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-21,ON,-25.0,3.0,-9.0,-64.0,-49.0,18.0
478,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-22,ON,-22.0,16.0,-15.0,-63.0,-48.0,17.0
479,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-23,ON,-15.0,31.0,0.0,-63.0,-49.0,17.0
480,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-24,ON,-22.0,35.0,-18.0,-68.0,-64.0,23.0
481,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-25,ON,-80.0,-73.0,-19.0,-84.0,-88.0,35.0
482,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-26,ON,-59.0,-44.0,-18.0,-69.0,-44.0,16.0
483,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-27,ON,-47.0,-28.0,3.0,-66.0,-26.0,10.0
484,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-28,ON,-40.0,-12.0,-18.0,-74.0,-73.0,28.0
485,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-29,ON,-34.0,-1.0,-4.0,-68.0,-58.0,23.0
486,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-30,ON,-32.0,3.0,-33.0,-70.0,-59.0,24.0
487,ChIJq4fryTA8K4gRo-ZoPr8z7Ds,,Ontario,Peel,2020-12-31,ON,-22.0,26.0,5.0,-70.0,-65.0,24.0
488,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-01,ON,-14.0,4.0,,-49.0,-49.0,15.0
489,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-02,ON,-11.0,4.0,,-52.0,-50.0,16.0
490,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-03,ON,-11.0,7.0,,-49.0,-48.0,15.0
491,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-04,ON,-13.0,6.0,,-45.0,-47.0,13.0
492,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-05,ON,-20.0,0.0,,-24.0,-11.0,2.0
493,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-06,ON,-14.0,-1.0,,-30.0,-9.0,0.0
494,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-07,ON,-30.0,-21.0,,-69.0,-83.0,23.0
495,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-08,ON,-14.0,9.0,,-52.0,-50.0,16.0
496,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-09,ON,-13.0,4.0,,-53.0,-49.0,16.0
497,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-10,ON,-13.0,5.0,,-50.0,-48.0,16.0
498,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-11,ON,-16.0,2.0,163.0,-46.0,-45.0,15.0
499,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-12,ON,-16.0,3.0,281.0,-21.0,-3.0,4.0
500,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-13,ON,-18.0,-1.0,194.0,-31.0,-4.0,5.0
501,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-14,ON,-13.0,1.0,178.0,-52.0,-45.0,15.0
502,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-15,ON,-15.0,3.0,151.0,-51.0,-45.0,16.0
503,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-16,ON,-14.0,0.0,175.0,-49.0,-46.0,16.0
504,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-17,ON,-16.0,5.0,157.0,-50.0,-45.0,16.0
505,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-18,ON,-18.0,1.0,119.0,-48.0,-43.0,15.0
506,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-19,ON,-18.0,4.0,230.0,-27.0,-3.0,5.0
507,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-20,ON,-18.0,-1.0,242.0,-31.0,-3.0,4.0
508,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-21,ON,-16.0,0.0,169.0,-51.0,-46.0,16.0
509,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-22,ON,-19.0,3.0,153.0,-51.0,-46.0,16.0
510,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-23,ON,-17.0,3.0,159.0,-51.0,-45.0,16.0
511,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-24,ON,-19.0,4.0,126.0,-52.0,-44.0,16.0
512,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-25,ON,-20.0,2.0,139.0,-49.0,-41.0,15.0
513,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-26,ON,-19.0,5.0,268.0,-27.0,0.0,4.0
514,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-27,ON,-19.0,1.0,239.0,-34.0,-1.0,3.0
515,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-28,ON,-21.0,-1.0,157.0,-54.0,-46.0,16.0
516,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-29,ON,-20.0,6.0,107.0,-53.0,-44.0,16.0
517,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-09-30,ON,-19.0,3.0,45.0,-56.0,-45.0,17.0
518,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-01,ON,-17.0,11.0,110.0,-53.0,-42.0,16.0
519,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-02,ON,-22.0,1.0,83.0,-50.0,-41.0,17.0
520,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-03,ON,-21.0,2.0,211.0,-30.0,-3.0,6.0
521,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-04,ON,-26.0,-4.0,24.0,-45.0,-9.0,7.0
522,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-05,ON,-19.0,0.0,141.0,-53.0,-44.0,16.0
523,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-06,ON,-21.0,5.0,115.0,-54.0,-45.0,17.0
524,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-07,ON,-20.0,2.0,59.0,-57.0,-45.0,18.0
525,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-08,ON,-19.0,9.0,85.0,-54.0,-43.0,17.0
526,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-09,ON,-19.0,13.0,122.0,-50.0,-42.0,15.0
527,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-10,ON,-23.0,9.0,213.0,-33.0,-5.0,6.0
528,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-11,ON,-23.0,6.0,204.0,-40.0,-7.0,4.0
529,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-12,ON,-45.0,-35.0,201.0,-73.0,-83.0,26.0
530,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-13,ON,-21.0,8.0,140.0,-55.0,-45.0,17.0
531,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-14,ON,-18.0,5.0,128.0,-55.0,-44.0,18.0
532,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-15,ON,-23.0,-1.0,13.0,-59.0,-44.0,19.0
533,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-16,ON,-19.0,4.0,97.0,-52.0,-40.0,17.0
534,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-17,ON,-17.0,8.0,253.0,-33.0,-1.0,6.0
535,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-18,ON,-20.0,-1.0,104.0,-47.0,-5.0,7.0
536,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-19,ON,-27.0,-4.0,47.0,-58.0,-45.0,18.0
537,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-20,ON,-26.0,3.0,91.0,-57.0,-45.0,18.0
538,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-21,ON,-26.0,0.0,72.0,-59.0,-45.0,19.0
539,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-22,ON,-26.0,2.0,59.0,-57.0,-43.0,19.0
540,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-23,ON,-27.0,0.0,160.0,-51.0,-41.0,17.0
541,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-24,ON,-27.0,5.0,142.0,-38.0,-5.0,8.0
542,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-25,ON,-29.0,-1.0,127.0,-45.0,-8.0,7.0
543,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-26,ON,-26.0,-2.0,62.0,-58.0,-44.0,18.0
544,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-27,ON,-30.0,-2.0,15.0,-58.0,-44.0,19.0
545,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-28,ON,-23.0,4.0,92.0,-56.0,-44.0,18.0
546,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-29,ON,-25.0,4.0,34.0,-58.0,-43.0,19.0
547,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-30,ON,-27.0,3.0,22.0,-55.0,-41.0,18.0
548,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-10-31,ON,-26.0,9.0,138.0,-33.0,-5.0,7.0
549,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-01,ON,-32.0,-3.0,-2.0,-52.0,-12.0,9.0
550,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-02,ON,-28.0,-6.0,13.0,-60.0,-44.0,19.0
551,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-03,ON,-29.0,0.0,31.0,-59.0,-45.0,19.0
552,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-04,ON,-25.0,0.0,107.0,-56.0,-44.0,18.0
553,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-05,ON,-26.0,1.0,88.0,-57.0,-42.0,18.0
554,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-06,ON,-27.0,0.0,114.0,-55.0,-40.0,18.0
555,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-07,ON,-20.0,3.0,265.0,-35.0,-2.0,6.0
556,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-08,ON,-21.0,0.0,268.0,-41.0,-5.0,5.0
557,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-09,ON,-21.0,-2.0,140.0,-56.0,-43.0,17.0
558,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-10,ON,-22.0,2.0,143.0,-56.0,-43.0,17.0
559,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-11,ON,-17.0,4.0,88.0,-58.0,-45.0,18.0
560,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-12,ON,-22.0,4.0,70.0,-58.0,-42.0,18.0
561,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-13,ON,-23.0,0.0,38.0,-57.0,-43.0,19.0
562,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-14,ON,-22.0,4.0,140.0,-41.0,-3.0,8.0
563,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-15,ON,-33.0,-13.0,-20.0,-57.0,-12.0,10.0
564,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-16,ON,-25.0,-5.0,18.0,-62.0,-44.0,19.0
565,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-17,ON,-28.0,-4.0,13.0,-62.0,-44.0,20.0
566,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-18,ON,-26.0,-3.0,10.0,-61.0,-45.0,20.0
567,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-19,ON,-23.0,2.0,49.0,-60.0,-42.0,19.0
568,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-20,ON,-22.0,2.0,89.0,-56.0,-41.0,18.0
569,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-21,ON,-22.0,7.0,66.0,-42.0,-4.0,9.0
570,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-22,ON,-39.0,-21.0,2.0,-57.0,-16.0,11.0
571,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-23,ON,-24.0,-5.0,21.0,-62.0,-46.0,20.0
572,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-24,ON,-24.0,-1.0,7.0,-63.0,-45.0,20.0
573,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-25,ON,-22.0,-2.0,1.0,-62.0,-45.0,21.0
574,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-26,ON,-19.0,6.0,26.0,-60.0,-43.0,20.0
575,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-27,ON,-20.0,3.0,24.0,-58.0,-42.0,19.0
576,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-28,ON,-20.0,9.0,116.0,-40.0,-5.0,9.0
577,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-29,ON,-22.0,1.0,134.0,-47.0,-11.0,8.0
578,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-11-30,ON,-22.0,-4.0,-12.0,-63.0,-45.0,20.0
579,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-01,ON,-34.0,-12.0,1.0,-64.0,-48.0,22.0
580,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-02,ON,-20.0,4.0,20.0,-60.0,-45.0,20.0
581,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-03,ON,-21.0,7.0,25.0,-60.0,-43.0,20.0
582,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-04,ON,-25.0,-2.0,0.0,-60.0,-42.0,21.0
583,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-05,ON,-21.0,8.0,50.0,-42.0,-7.0,10.0
584,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-06,ON,-23.0,2.0,59.0,-52.0,-13.0,9.0
585,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-07,ON,-20.0,-2.0,19.0,-61.0,-45.0,19.0
586,ChIJeabS5K7NKogRZIooarTPjRA,,Ontario,York,2020-12-08,ON,-23.0,2.0,18.0,-61.0,-44.0,20.0
